Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Clogher Heritage Complex,http://www.museumsofmayo.com/clogher-heritage-centre/clogher-heritage-centre.html,353949030687,-9.2465285,53.7633927,Mayo,,Ireland,"Walking,Museums and Attraction,Activity Operator,Tour"
Working Artist Studios,https://www.workingartiststudios.com/,353861628471,-9.4614566,51.5627244999999,Cork,Ballydehob,Ireland,"Craft,Shopping,Learning,Art Gallery"
St Mary's Garden of Remembrance,http://www.irishwarmemorials.ie/Memorials-Detail?memoId=560,353761065000,-7.80462829999999,52.6807258,Tipperary,Thurles,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Public Park,Nature and Wildlife,Public Sculpture"
St. Laurence's Gate - Drogheda Walls,http://www.discoverboynevalley.ie/boyne-valley-drive/heritage-sites/st-laurences-gate-drogheda-walls,353419872843,-6.347102,53.71591,Louth,Drogheda,Republic of Ireland,"Photography,Learning,Historic Houses and Castle"
The National Design & Craft Gallery,https://www.ndcg.ie/,353567796147,-7.25007859999999,52.6493621,Kilkenny,,Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink"
Jane Hilliard Gallery,http://www.janehilliard.com/,353861504030,-9.707763,52.2693541,Kerry,Tralee,Ireland,"Craft,Shopping,Art Gallery"
Mossfield Organic Farm,http://www.mossfield.ie,353579131002,-7.8005629,53.060734,Offaly,,Ireland,Visitor Farm
Annemarie Bourke Studio Gallery,https://www.annemariebourke.com/,35361410510,-8.6296155,52.6613859,Limerick,,Ireland,"Craft,Shopping,Learning,Art Gallery"
Herb Garden at Kilgraney House,http://kilgraneyhouse.com/,353599775283,-6.95819999999999,52.6538339,Carlow,,Ireland,"Gardens,Garden,Food Shops,Shopping"
Garryhill House,https://www.buildingsofireland.ie/buildings-search/building/10301651/garryhill-house-garryhill-county-carlow,353599727240,-6.848067,52.678048,Carlow,Bagenalstown,Republic of Ireland,"Castle,Historic Houses and Castle"
Pure Skill,https://www.pureskill.ie,35391515510,-9.10056949999999,53.2711069999999,Galway,,Ireland,"Gaa,Activity Operator"
The Arranmore Ferry,https://thearranmoreferry.com/,353873171810,-8.4423411,54.9831269999999,Donegal,Burtonport,Ireland,"Transport,Activity Operator,Embarkation Point,Island,Offshore Island,Boat,Tour,Coach,Road"
St Iberius Church,,,-6.46214239999999,52.3391990999999,Wexford,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Belcarra Eviction Cottage,http://www.museumsofmayo.com/eviction-cottage/eviction-cottage-belcarra.html,353879090046,-9.2190281,53.8129006,Mayo,Castlebar,Ireland,"Learning,Museums and Attraction,Tour"
"St Peter's Roman Catholic Church, Drogheda",http://www.saintpetersdrogheda.ie,353419838536,-6.3533726,53.7150105,Louth,Drogheda,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Castle Leslie Estate,https://www.castleleslie.com/activities/,3534788100,-6.893738,54.318282,Monaghan,Glaslough,Ireland,"Falconry,Nature and Wildlife,Fishing,Angling,Horse Riding,Equestrian,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Walking,Castle,Historic Houses and Castle,Gardens,Garden,Food and Drink,Restaurant,Activity Operator"
Lettermullen & Garumna Heritage Centre,https://www.xn--cuigal-eva.ie/about,35391551744,-9.73240906606963,53.2432360359837,Galway,Lettermullen Island,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction"
Marlfield House & Gardens,https://www.marlfieldhouse.com/,353539421124,-6.27521099999999,52.668747,Wexford,Gorey,Ireland,"Walking,Gardens,Garden"
The Spanish Arch,,,-9.0540754,53.2697482,Galway,,Ireland,Museums and Attraction
National University of Ireland Galway,https://www.nuigalway.ie/events/,35391492264,-9.0617372,53.2791548999999,Galway,,Ireland,"Restaurant,Learning,Literary Ireland,Food and Drink,Pubs and Bar"
The Carol Cronin Gallery,https://carolcronin.com/,353861031074,-10.269942,52.141735,Kerry,Dingle,Ireland,"Craft,Shopping,Art Gallery"
The Lace Gallery,http://www.thelacegallery.com,353599155676,-6.7364351,52.7535167,Carlow,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Nowlan Park  Gaelic Stadium,http://www.kilkennygaa.ie,,-7.238554,52.656856,Kilkenny,Kilkenny City,Republic of Ireland,"Gaa,Activity Operator,Stadium,Sports Venue,Venue,Sports Venues"
The Narrow Space Gallery,https://thenarrowspace.com/,353876799361,-7.7010266,52.3530531,Tipperary,Oldbridge,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Oranmore Castle,http://www.oranmorecastle.com,353866003160,-8.9346103,53.2682869,Galway,Oranmore,Ireland,"Castle,Historic Houses and Castle,Venue,Music,Tour"
Greenacres Art Centre,https://www.greenacres.ie/the-gallery/,353539122975,-6.4640300932541,52.3414347677529,Wexford,Wexford Town,Republic of Ireland,"Craft,Shopping,Art Gallery,Venue,Comedy,Music,Activity Operator"
Killagholehane Cemetery and Church,https://www.limerick.ie/discover/eat-see-do/history-heritage/churches-settlements/killagholehane-cemetery-and-church-ruin,35361396255,-8.979017,52.331277,Limerick,Broadford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cappoquin House,https://www.cappoquinhouseandgardens.com,353876704180,-7.8503399,52.1494507,Waterford,Cappoquin,Ireland,"Walking,Historic Houses and Castle,Gardens,Garden,Tour"
The Dunamaise Arts Centre,https://www.dunamaise.ie/,353578663355,-7.29998339999999,53.0343718,Laois,Portlaoise,Ireland,"Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Comedy,Music"
Cill Rialaig Arts Centre,https://cillrialaigartscentre.com,353669479277,-10.266434,51.832582,Kerry,Ballinskelligs,Ireland,"Craft,Shopping,Art Gallery,Cafe,Food and Drink,Food Shops"
Hennigan's Heritage Centre,http://hennigansheritage.com/,353872491402,-8.98737349999999,53.9742533999999,Mayo,,Ireland,"Museums and Attraction,Visitor Farm,Tour"
Fairbrook House Garden and Museum,https://www.fairbrook-housegarden.com/,35351384657,-7.2636416,52.2397242,Waterford,,Ireland,"Gardening,Nature and Wildlife,Historic Houses and Castle,Art Gallery,Gardens,Garden,Museums and Attraction,Cafe,Food and Drink,Tour"
Kinsale Museum,https://www.kinsale.ie/2010/06/11/regional-museum/,353214777930,-8.5242949,51.7062716999999,Cork,Kinsale,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Blarney House and Gardens,https://blarneycastle.ie/,353214385252,-8.5707144,51.9291159,Cork,Blarney,Ireland,"Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Tour"
Thomond Park,http://www.thomondpark.ie,35361421109,-8.642519,52.6742164,Limerick,,Ireland,"Museums and Attraction,Stadium,Sports Venue,Venue,Sports Venues,Cafe,Food and Drink,Pubs and Bar,Food Shops,Shopping,Tour"
The Bishop’s Palace Museum,http://www.waterfordtreasures.com/bishops-palace,35351304500,-7.10765179999999,52.2595399,Waterford,,Ireland,"Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Springmount Garden Centre,https://www.springmount.ie/,353539421368,-6.307027,52.628776,Wexford,Gorey,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Bainnlann Chul na nGabhar Art Gallery,https://www.facebook.com/bainnlann/,3535841933,-7.62477209999999,52.0897541999999,Waterford,Dungarvan,Ireland,"Craft,Shopping,Art Gallery"
Inis Bó Finne (Inishbofin Island) - Donegal,http://www.donegalislands.com,+353(0)749135635,-8.17062392055663,55.167805803353,Donegal,,Ireland,"Bird Watching,Nature and Wildlife,Kayaking,Activity Operator,Kitesurfing,Windsurfing,Walking,Beach,Island,Offshore Island,Natural Landscape"
The Donegal Gaeltacht,,,-8.1107141,54.654487,Donegal,Glencolmcille,Ireland,Natural Landscape
Sean Burns Gallery,http://www.seanburnsdesign.blogspot.com,+353(0)949372626,-8.996791,53.712736,Mayo,Claremorris,Ireland,"Craft,Shopping,Art Gallery"
Inishbofin Heritage Museum & Gift Shop,https://www.facebook.com/InishbofinHeritageMuseum,353879696732,-10.206749,53.613395,Galway,Inishbofin,Ireland,Museums and Attraction
Curragh Military Museum,https://www.military.ie/en/public-information/defence-forces-museums/the-curragh-museum,35345445342,-6.8309714,53.1458507,Kildare,,Ireland,"Learning,Photography,Museums and Attraction,Tour"
The Hamilton Gallery,https://hamiltongallery.ie/,353719143686,-8.47239424040606,54.2705261165701,Sligo,,Ireland,"Craft,Shopping,Art Gallery"
Peter Cox Photography Gallery,http://www.petercox.ie/,353646686076,-9.5085599,52.0586039,Kerry,Killarney,Ireland,"Craft,Shopping,Photography,Learning,Art Gallery"
Ballymurrin Quaker Farmstead,http://www.ballymurrinquakerfarmstead.eu,35340448206,-6.1066529,52.9341601,Wicklow,,Ireland,"Agriculture,Nature and Wildlife,Historic Houses and Castle,Museums and Attraction"
Elphin Windmill,https://elphinwindmill.ie/,353834062113,-8.21565949999999,53.8599595999999,Roscommon,Elphin,Ireland,Museums and Attraction
The House of Waterford Crystal,https://www.waterfordvisitorcentre.com/,35351317000,-7.1067612,52.2592684,Waterford,,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Museums and Attraction,Cafe,Food and Drink,Food Shops,Tour"
North Mayo Family Research Centre,http://www.northmayogenealogy.com/,3539631809,-9.3114016,54.0704964999999,Mayo,Ballina,Ireland,"Tracing Your Ancestors,Gardens,Garden,Museums and Attraction,Cafe,Food and Drink"
Blue Egg Gallery,https://www.facebook.com/blueegggallery/,353539145862,-6.4646946,52.3393084,Wexford,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
The Pavilion Garden Centre,https://www.thepavilion.ie/,353214888134,-8.463893,51.826548,Cork,Ballygarvan,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
West Cork Crafts,https://www.westcorkcrafts.ie/,353838954823,-9.2680878,51.5492652,Cork,Skibbereen,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
The Gallery Kinsale,http://thegallerykinsale.com/,353868448589,-8.5226584,51.7049884999999,Cork,Kinsale,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
St Aidan's Cathedral,https://www.staidanscathedral.ie/,353539235777,-6.5709015,52.5028662,Wexford,Enniscorthy,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Great Sugar Loaf Mountain,http://www.visitwicklow.ie,,-6.151,53.152,Wicklow,Kilmacanogue,Ireland,"Walking,Natural Landscape"
The Back Lane Pop Up Gallery,http://thebacklanegallery.blogspot.com/,353873212948,-9.5062927,52.0589956,Kerry,Killarney,Ireland,"Craft,Shopping,Art Gallery"
Skryne Church,https://www.skryneandrathfeighparish.ie/,3530469025152,-6.56310879999999,53.5859852,Meath,Skreen,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Donaghpatrick Church,http://www.discoverboynevalley.ie/boyne-valley-drive/heritage-sites/donaghpatrick-church,,-6.75954919999999,53.6965617,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Patrickstown Viewing Point,,,-7.085113,53.74976,Meath,Oldcastle,Ireland,Natural Landscape
Avoca Studio Gallery,https://avocagallery.com/welcome-to-the-avoca-painting-school/,35340235555,-6.2272958,52.8800149,Wicklow,,Ireland,"Craft,Shopping,Art Gallery"
Brideweir Hous,https://www.brideweir.ie,3532536386,-8.1550475,52.0869699,Cork,Conna,Ireland,"Castle,Historic Houses and Castle"
Drishane House,https://drishane.com,3532836126,-9.1811823,51.5261146,Cork,Drishane,Ireland,"Historic Houses and Castle,Gardens,Garden,Museums and Attraction"
Woodford Bourne Warehouse,http://www.woodfordbournewarehouse.com,353214273000,-8.4813349,51.8982822,Cork,,Ireland,"Historic Houses and Castle,Food and Drink,Pubs and Bar"
Vanda Art Gallery,http://www.vandaluddy.com,353872855705,-9.052645,53.273518,Galway,,Ireland,"Craft,Shopping,Art Gallery"
Secret Gardens Sligo,https://www.secretgardensofsligo.com/gardens,353863375741,-8.47608643854607,54.2764192895825,Sligo,Sligo Town,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
"The Glen, Strandhill",,,-8.58085464301154,54.2610508211186,Sligo,Strandhill,Ireland,Natural Landscape
Aine Dunne - Fine Art Tapestry Weaver,http://www.ainedunneweaver.com,353879112502,-6.35127699999999,53.7621139999999,Louth,Drogheda,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Ballyshannon and District Museum,https://www.facebook.com/Ballyshannonmuseum,353876888789,-8.1894979,54.5011941,Donegal,Ballyshannon,Ireland,Museums and Attraction
Árainn - Inis Mór (Inishmore),,,-9.7315917,53.1280443,Galway,,Ireland,"Restaurant,Bird Watching,Nature and Wildlife,Cycling,Shopping,Shopping Centres and Department Store,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Local Produce,Food and Drink,Pubs and Bar"
Cé Mhachaire Uí Rabhartaigh  (Min Larach Harbour),,,-8.1746006,55.146192,Donegal,,Ireland,Embarkation Point
Cé an Bhuna Bhig (Bunbeg Harbour),,,-8.3093977,55.057756,Donegal,Bunbeg,Ireland,Embarkation Point
Cé Ailt an Chorráin (Burtonport Harbour),,,-8.4413892,54.983318,Donegal,Burtonport,Ireland,Embarkation Point
Roonagh Pier,,+353(0)9825711,-9.9038798,53.761692,Mayo,Louisburgh,Ireland,Embarkation Point
Calafort Ros an Mhíl (Rossaveel Harbour),,,-9.5618847,53.265879,Galway,Rossaveal,Ireland,Embarkation Point
Doolin Pier,,,-9.4045007,53.015342,Clare,Doolin,Ireland,Embarkation Point
Cé Dhún Chaoin (Dunquin Pier),,,-10.4606725,52.1243059,Kerry,,Ireland,Embarkation Point
Cuan an Daingin (Dingle Harbour),,,-10.278091,52.139049,Kerry,Dingle,Ireland,Embarkation Point
Portmagee Harbour,,,-10.365681,51.886058,Kerry,Portmagee,Ireland,"Embarkation Point,Boat,Tour"
Castletownbere Harbour,,,-9.9082625,51.652249,Cork,,Ireland,Embarkation Point
Pontoon Pier,,,-9.8555982,51.6550753,Cork,Pontoon,Ireland,Embarkation Point
Glengarriff Harbour,,,-9.5422482,51.749514,Cork,Glengarriff,Ireland,Embarkation Point
Bantry Harbour,,,-9.46111049999999,51.6798531999999,Cork,,Ireland,Embarkation Point
Baltimore Harbour,,,-9.36989999999999,51.48573,Cork,Baltimore,Ireland,Embarkation Point
Collon House,http://www.collonhouse.com/,353872355645,-6.48649999999999,53.778286,Louth,Collon,Ireland,"Historic Houses and Castle,Gardens,Garden,Tour"
Heir Island,http://www.heirisland.ie,,-9.4395971,51.4947475,Cork,Heir Island,Ireland,"Bird Watching,Nature and Wildlife,Cycling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Natural Landscape"
Hall of the Red Earl,https://galwaycivictrust.ie/,35391564946,-9.05368079999999,53.2710074999999,Galway,,Ireland,Museums and Attraction
It Must Be Dingle Gallery,https://www.itmustbedingle.com/,353669156508,-10.4290671,52.1763325999999,Kerry,,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Cé Bhun an Bhaile (Bunavalla Pier),,,-10.14927,51.76558,Kerry,,Ireland,Embarkation Point
The Chimera Gallery,https://chimera-gallery.com/,353878038357,-7.3435026,53.5251466,Westmeath,Mullingar,Ireland,Art Gallery
Teach Mhuiris,https://www.gaothdobhair.ie/en/tourist-attractions-gweedore/teach-mhuiris,353749532208,-8.29234646143731,55.0752847715459,Donegal,Derrybeg,Ireland,"Castle,Historic Houses and Castle"
WW2 Memorial and Information Point,,353749136409,-7.9553654,55.1885934,Donegal,Dunfanaghy,Ireland,Public Sculpture
Sarah Walker Gallery,https://sarahwalkergallery.com/,3532770387,-9.9114999,51.6502189,Cork,Castletownbere,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Ireland Writing Retreat Donegal,https://www.irelandwritingretreat.com,353833356243,-8.23285486695841,55.0514962862241,Donegal,Gweedore,Ireland,"Learning,Activity Operator,Literary Ireland"
Garraí Fadó Garden,https://www.facebook.com/Garra%C3%AD-Fad%C3%B3-Garden-Beara-156532801063072,3532774844,-9.95525744072267,51.685466826339,Cork,Eyeries,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Food Shops,Shopping"
North Kerry Museum,http://www.northkerrymuseum.com,353877426231,-9.6553707,52.4708634,Kerry,Ballyduff,Ireland,"Museums and Attraction,Food Shops,Shopping"
Waterville Heritage Gallery,https://skelliggiftstore.com,353871241645,-10.17288159126,51.8283692684111,Kerry,Waterville,Ireland,"Craft,Shopping,Art Gallery,Museums and Attraction,Food Shops"
Michael Hanrahan Artist,https://www.michaelhanrahanartist.com/,353868251550,-9.33880759999999,52.9280625,Clare,Lahinch,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
126 Artist-Run Gallery,https://126gallery.com/,,-9.0494491,53.2772719,Galway,,Ireland,"Craft,Shopping,Art Gallery"
Burren Art & Craft Fair,https://www.facebook.com/burrencrafts,353868111511,-9.15068823475235,53.1169595713339,Clare,Ballyvaughan,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Ross Fine Art Gallery and Craft Boutique,https://rossfineart.ie/,353749151926,-7.65064399999999,55.036674,Donegal,Ramelton,Ireland,"Craft,Shopping,Art Gallery"
The Butter Slip - Kilkenny,,,-7.25232939136697,52.6523615238896,Kilkenny,Kilkenny City,Ireland,Museums and Attraction
Bernard McGlinchey Town Park,http://www.donegalcoco.ie,+353(0)749153900,-7.73671587256198,54.9511565041299,Donegal,Letterkenny,Ireland,"Walking,Natural Landscape,Public Park,Nature and Wildlife"
Ballymacool Town Park,http://www.donegalcoco.ie,+353(0)749194297,-7.73671587256198,54.9511565041299,Donegal,Letterkenny,Ireland,"Walking,Natural Landscape,Public Park,Nature and Wildlife"
Burren Experience Guided Walks,http://www.mullaghmore-burren.com,353868219441,-9.06270125396724,52.9449204899724,Clare,Corofin,Ireland,"Learning,Walking,Activity Operator,National Park,National and Forest Park,Tour"
Achill Heritage Centre,https://achillheritagecentre.wordpress.com,353863406396,-9.98337119999999,53.9762268999999,Mayo,,Ireland,"Tracing Your Ancestors,Museums and Attraction,Activity Operator"
Claregalway Museum and Forge,https://facebook.com/ClaregalwayHistoricalSociety,353867778217,-8.927952,53.359957,Galway,Claregalway,Ireland,Museums and Attraction
Kilbaha Gallery,https://www.kilbahagallery.com/,353659058843,-9.8748001,52.5678999999999,Clare,Kilbaha,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Cafe,Food and Drink,Food Shops"
Goma Contemporary Gallery,https://www.facebook.com/gomawaterford,353871961923,-7.10523489999999,52.2594229,Waterford,,Ireland,Art Gallery
Dursey Sound,,,-10.155077,51.610024,Cork,,Ireland,Embarkation Point
Poet's Cottage,http://www.laois.ie/departments/heritage/laois-heritage-trail/poets-cottage,,-7.5924095,53.0048261,Laois,,Ireland,Museums and Attraction
I am of Ireland,https://www.iamofireland.ie/,353877997317,-7.83661849999999,51.9938669999999,Waterford,Clashmore,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Michael Budd Blacksmith,https://www.facebook.com/michaelbuddblacksmith/,353876688400,-8.376667,54.079911,Sligo,Castlebaldwin,Ireland,"Craft,Shopping,Art Gallery"
King of the Vikings,http://www.kingofthevikings.com,353761102676,-7.1065787,52.2602933,Waterford,,Ireland,"Learning,Museums and Attraction"
The Olde Forge at Logue’s of Cranford,,353862592236,-7.6966695,55.1396713,Donegal,Cranford,Ireland,"Museums and Attraction,Food and Drink,Pubs and Bar"
Top of the Rock Viewing Platform Trail,https://facebook.com/rockviewingplatform,+353(0)872989250,-10.2525746836364,51.9603862137861,Kerry,Cahersiveen,Ireland,"Photography,Learning,Walking,Natural Landscape"
Martina Furlong - Artists Studio Gallery,https://www.martinafurlong.com/,353874642440,-6.4063611,52.498219,Wexford,Gorey,Ireland,"Craft,Shopping,Art Gallery"
Marshall Doran Collection at Belleek Castle,https://www.belleekcastle.com/history.html,3539622400,-9.1454577,54.1333375,Mayo,Ballina,Ireland,"Historic Houses and Castle,Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Haggardstown Old Church and Graveyard,,,-6.3780595,53.9662155,Louth,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Blackrock Wetlands,https://visitblackrock.ie/,353872077193,-6.3717605,53.9577093,Louth,,Ireland,"Bird Watching,Nature and Wildlife,Walking,Natural Landscape"
IUNVA Post 19,https://iunvapost19.com/,353864160532,-7.7318534923462,54.9574038713154,Donegal,Letterkenny,Ireland,Public Sculpture
Lisdoonvarna Spa Wells Heritage Centre,https://lisdoonvarna-spa-wells.org/,353657075644,-9.2892478,53.0255378,Clare,Lisdoonvarna,Ireland,"Learning,Museums and Attraction,Cafe,Food and Drink"
Passage West Maritime Museum CLG,http://passagemuseum.ie/index.html,353871363588,-8.336456,51.872362,Cork,Passage West,Ireland,Museums and Attraction
Dingle Oceanworld Aquarium,https://www.dingle-oceanworld.ie,353669152111,-10.278295,52.1399039999999,Kerry,Dingle,Ireland,"Learning,Zoos and Aquarium,Cafe,Food and Drink,Food Shops,Shopping"
Cashel Folk Village Museum,https://www.cashelfolkvillage.com,3536263601,-7.8882142,52.5174899,Tipperary,Cashel,Ireland,"Learning,Museums and Attraction"
Carrowkeel Megalithic Site,http://www.megalithicireland.com/Carrowkeel%20home.htm,,-8.38766713650019,54.0745345605894,Sligo,Carrowkeel,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Lavit Gallery,https://lavitgallery.com/,353214277749,-8.4793557,51.8963646,Cork,,Ireland,"Craft,Shopping,Art Gallery"
Dysert O'Dea Castle & Clare Archaeology Centre,http://www.dysertcastle.com,353656837401,-9.0663787,52.9113842,Clare,Corofin,Ireland,"Walking,Castle,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Guillamene and Newtown Cove,https://beachawards.ie/green-coast/,,-7.16489879999999,52.1438616,Waterford,Newtown,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Coney Island,,,-8.5918066,54.2959612999999,Sligo,Coney Island,Ireland,"Bird Watching,Nature and Wildlife,Walking,Island,Offshore Island,Food and Drink,Pubs and Bar"
Donaghmore Famine Workhouse Museum,http://donaghmoremuseum.ie,353868296685,-7.61259069999999,52.8770211,Laois,Donaghmore,Ireland,"Agriculture,Nature and Wildlife,Photography,Learning,Historic Houses and Castle,Museums and Attraction,Tour"
Coleman Irish Music Centre - Ceoláras Coleman,https://www.colemanirishmusic.com/,353719182599,-8.5230249,53.9962461999999,Sligo,,Ireland,"Learning,Museums and Attraction,Shopping,Traditionally Irish,Venue,Music"
County Museum Dundalk,https://www.louthcoco.ie/en/contact/location_maps/dundalk/dundalk_museum.html,353429327056,-6.3971254,54.0046228,Louth,Dundalk,Ireland,"Historic Houses and Castle,Museums and Attraction,Venue,Music,Tour"
Ballaghmore Castle,"http://www.megalithicireland.com/Ballaghmore%20Castle,%20Laois.html",35350521453,-7.70712899999999,52.9597586,Laois,,Ireland,"Photography,Learning,Historic Houses and Castle,Castle"
Books@One,https://www.booksatone.ie/,3539866885,-9.8098762,53.7626494,Mayo,Louisburgh,Ireland,"Shopping,Shopping Centres and Department Store,Literary Ireland,Cafe,Food and Drink,Food Shops"
Ionad Cois Locha,http://dunleweycentre.com/,353749531699,-8.14764119999999,55.025326,Donegal,Letterkenny,Ireland,"Craft,Shopping,Cruising,Kayaking,Activity Operator,Walking,Museums and Attraction,Cafe,Food and Drink,Boat,Tour"
The Yeats Encounter,https://facebook.com/The-Yeats-Encounter-618433715302579,353871372122,-8.47722771848191,54.2738563268055,Sligo,Sligo Town,Republic of Ireland,"Activity Operator,Literary Ireland"
Stephenstown Pond Nature Park & The Dairy Maid Coffee Shop,http://stephenstownpond.com,353429379019,-6.459102,53.963054,Louth,Knockbridge,Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Learning,Photography,Walking,Forest Park,Park and Forest Walk,Museums and Attraction,Natural Landscape,Venue,Music,Cafe,Food and Drink,Tour"
Sligo Folk Park,https://sligofolkpark.com/,353719165001,-8.39881869999999,54.1294653,Sligo,Riverstown,Ireland,"Museums and Attraction,Cafe,Food and Drink"
Shackleton Museum Athy,https://shackletonmuseum.com/,353598633075,-6.9832541,52.9916784,Kildare,Athy,Ireland,"Museums and Attraction,Tour"
Tropical World,https://tropicalworld.ie/,353749121541,-7.6942623,54.9662137,Donegal,Letterkenny,Ireland,"Bird Watching,Nature and Wildlife,Zoos and Aquarium,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Cavan and Leitrim Railway,https://www.cavanandleitrimrailway.com/,353719638599,-7.9164872,53.8595335,Leitrim,,Ireland,"Museums and Attraction,Tour"
The Burren Art Gallery,https://www.facebook.com/Burren.Art.Gallery/,353862000472,-8.9180727,53.0049327,Clare,,Ireland,"Craft,Shopping,Art Gallery"
The Quiet Man Cottage,https://www.peacockes.ie/facilities/the-quiet-man,35391552306,-9.5390099,53.4560097,Galway,Lurgan,Ireland,Museums and Attraction
Doe Castle,https://heritageireland.ie/places-to-visit/doe-castle/,353872937383,-7.8645123,55.1352927,Donegal,,Ireland,"Castle,Historic Houses and Castle"
Mary Crowley's Artist Studio and Gallery,https://marycrowleyart.com/,353862664554,-7.49599965152231,55.2695837391062,Donegal,Clonmany,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Workhouse Attic Memorial,https://leitrimtourism.com/heritage/st-georges-heritage-and-visitor-centre/,353719621757,-8.0948333,53.9468895999999,Leitrim,,Ireland,"Museums and Attraction,Tour"
The Famine Graveyard,http://www.carrickonshannonparish.com/famine.htm,353719620122,-8.0844231,53.951074,Leitrim,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Glenview Folk Museum,http://glenviewmuseum.ie,353719644157,-7.7977659,54.0270155,Leitrim,Ballinamore,Ireland,"Restaurant,Museums and Attraction,Food and Drink,Pubs and Bar,Tour"
Sliabh An Iarainn Visitor Centre,https://leitrimtourism.com/heritage/sliabh-an-iarainn-visitor-centre/,353719641851,-8.0492747,54.0388583,Leitrim,,Ireland,Museums and Attraction
Drumkeerin Heritage Centre,,353719648118,-8.14795007756413,54.1706046727649,Leitrim,,Republic of Ireland,Visitor Farm
St George's Heritage & Visitor Centre,https://stgeorgesheritagevisitorcentre.ie/,353719621757,-8.0948333,53.9468895999999,Leitrim,,Ireland,"Learning,Museums and Attraction,Tour"
The Irish Fly Fishing and Game Museum,http://laois.ie/departments/heritage/laois-heritage-trail/irish-fly-fishing-and-game-shooting-museum,353578736112,-7.34727699999999,52.8342124,Laois,Attanagh,Ireland,"Fishing,Angling,Museums and Attraction,Tour"
Costello Chapel,http://www.carrickonshannonparish.com/costello.htm,353719620170,-8.0953457,53.9453089999999,Leitrim,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cuilcagh Lakelands Geopark,https://cuilcaghlakelands.org/,353719853692,-7.87827019999999,54.2910792,Cavan,Tuam,Ireland,"Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Kayaking,Activity Operator,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape,Cafe,Food and Drink,Tour"
The Cathedral of Saint Patrick and Saint Felim,https://www.kilmorediocese.ie/cathedral-of-st-patrick-st-felim,353494331496,-7.3617541,53.9951218,Cavan,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
